"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","gender_.99_TEXT","race_8_TEXT","age","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","lebe_cont_1","describe","system","gov","econcult","history","trajectory","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","elect_exp","elect_change","elect_econ","elect_cult","antiest_1","antiest_2","antiest_3","antiest_4","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","vote_2024_12_TEXT","check_1","feedback","inparty","outparty","extra_text","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind","vote_2024"
"RV165fl","0","100","455","1","1","4","","","70","2","5","4","2","4","30","Since I am a female senior citizen, I not only feel left behind but obsolete and invisible. Not sure about male seniors, but among my female senior friends this feeling is widespread. We go into a store or establishment and feel like ghosts - we go mostly unnoticed or acknowledged. It's so different from when I was younger.","2","5","4","2","2","2","1","1","1","6","7","3","5","4","7","6","7","3","4","2","2","4","2","4","","chipotle","Thanks!","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"EH114pg","0","100","226","1","1","4","","","45","1","6","5","6","","0","I don't feel left behind in any way.  I have everything and everyone that I need in my life currently.","4","1","4","4","4","1","1","1","1","1","4","7","3","7","5","7","4","1","1","1","1","3","1","1","","Mc Donalds","","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"IR836xh","0","100","836","1","1","4","","","41","6","1","5","1","1","20","It seems as if some people are born into prosperity, whereas others are not. It is not fair that some people have so much and some people have so little, or only enough to get by. The gap between the rich and the poor is very wide and that should not be. That is my idea of feeling left behind.","1","4","2","1","2","1","5","1","3","6","3","2","6","3","6","6","6","2","2","2","2","2","2","1","","Pizza Hut","","Republican Party","Democratic Party",", if any,","woman","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Republican","Donald Trump (Republican Party)"
"IS917tz","0","100","321","1","1","4","","","50","3","4","3","4","4","90","My inability to make ends meet and also ensure that my children have the things that they need to help set them up for success is why I feel like I'm left behind.","1","3","1","6","1","1","2","4","1","1","3","7","7","4","7","7","6","4","2","2","3","4","1","2","","Wendy's","","Democratic Party","Republican Party","","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic","Jill Stein (Green Party)"
"QD203mo","0","100","452","1","1","4","","","32","1","7","7","1","6","34","I feel left behind by my family, specifically my mom. I dont trust her and shes very hard to communicate with, and I feel like there was a lot of damage to our relationship after I had my child. She just was not there for me, barely helped, and was unempathetic to my situation. She was going through a hard time herself at the time, and I tried my best to understand that. But now shes doing much better and she is desperate to be friends even though she won't reckon with the ways I felt hurt. 
","6","1","6","2","1","1","1","6","1","1","4","3","7","7","7","7","7","1","1","1","1","4","1","3","","Raising Cane's","","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$80,001-$100,000","MA","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"XK398tk","0","100","634","1","1","4","","","48","6","5","2","","4","14","Feeling left behind mean to me like not being up to date with the recent innovations and life balance, simply put, the feelings of not catching up. i feel i am a bit of everything and i do not feel left behind in any way.","6","3","3","2","3","1","1","1","4","2","5","5","3","2","4","3","5","5","3","3","4","3","3","2","","McDonalds","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$100,001-$120,000","PHD","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"DO703rt","0","100","690","1","1","4","","","28","6","3","4","3","4","3","I feel behind because my peers are doing well financialy and are in stable jobs while I am still struggling to get a handle on things","3","4","1","6","5","4","4","4","5","5","6","3","3","5","6","4","4","3","2","2","3","3","2","3","","KFC","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$20,001-$40,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"VR318yq","0","100","447","1","1","4","","","58","7","1","1","1","1","0","The phrase feeling left behind is nothing more than a feeling someone may have if they see others with things they do not have without taking in to asking themselves did they work as hard, did they apply themselves, did they pass up opportunities they had because they wanted to be lazy, party,etc. were they determined?","7","1","5","5","3","","","","","","1","7","1","1","1","6","6","1","1","1","1","1","1","1","","Culver's","","Non-Partisan","Non-Partisan",", if any,","woman","White","","Black or African American","","","","","","$0-$20,000","GED","Independent","","","","Neither","Donald Trump (Republican Party)"
"YU161vn","0","100","440","1","1","4","","","33","7","1","1","5","1","0","To me someone that ""feels left behind"" would be someone that is comparing most aspects of his life to others and could believe that they are not doing too much progress in comparison. They believe that life is a race and they most feel close to last place. In my own life tho, I don't feel left behind, I am moving at my own pace and focus on myself rather than paying attention how everyone else is doing, I only care about my own goals and dreams and achieving them will take what it takes, the good thing is to enjoy the journey and process.","7","1","4","5","7","1","1","1","1","1","3","7","1","1","1","5","5","6","3","3","3","3","3","1","","Chipotle","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"IU153ys","0","100","285","1","1","4","","","31","3","4","","","5","28","to me feeling left behind is not being in the same paths as other my age really, i feel like im left behind on the aspect of life and im not in the same place as everyone else","5","1","4","5","4","3","2","2","1","2","1","6","7","6","6","7","7","2","2","1","3","3","1","3","","mcdonalds","","Democratic Party","Republican Party",", if any,","woman","","","Black or African American","","","","","","$20,001-$40,000","GED","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"WE395gy","0","100","622","1","1","4","","","59","7","1","1","2","3","0","Overall, I do not feel left behind. Like with most people, the areas of my life where others had more success than me are due to me choosing to stay behind. Maybe I did not fully grasp it at the time, but I did make choices in my life that caused me to fall behind. That is a far cry from being left behind. I know that I fell behind in areas due to my choices. I chose not to go to college. I chose not to eat right, I chose not to save money. It would be great for me to just say ""society left me behind on owning a house"". But maybe I need to say ""I chose to stay behind.""  Disclosure: I do own a home, but those that don't CHOSE not to. ","7","1","6","2","4","5","1","1","7","3","3","2","1","1","1","3","3","5","3","3","4","3","3","2","","Chic fil A","You only ask about Republicans accepting results, etc. Why not ask about Democrats who still claim Trump and Musk used electronics to win the election?? ","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"JF344ub","0","100","259","1","1","4","","","35","5","4","4","4","4","50","I would have felt like I was left behind if I had been discriminated against in any way or treated poorly, but I haven't been treated that way. ","2","3","4","4","5","","","","","","4","3","4","7","5","5","5","4","2","2","2","3","2","3","","Wendys","","Non-Partisan","Non-Partisan","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","GED","Independent","","","","Neither","Kamala Harris (Democratic Party)"
"YS645yr","0","100","349","1","1","4","Non-binary ","","36","4","3","3","5","5","75","I feel like being a marginalized person makes me less visible and when I am presenting myself I am always conspicuous and stand out like a sore thumb despite wearing expectable things and being neutral about everything. I feel like people leave me behind because theyre scared to relate and they want more things to feel connected by when they are engaged with me somehow. I think being transgender makes it really hard to give people a perspective they can personalize for themselves.","2","2","7","1","2","","","","","","5","5","5","5","4","2","6","6","3","3","4","4","3","4","","Arby's","None ","Non-Partisan","Non-Partisan","",NA,"White","","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Neither","Donald Trump (Republican Party)"
"BR905ew","0","100","244","1","1","4","","","30","1","5","4","5","5","69","I feel behind because I am 30 years old and cannot afford a house on my own. My parents bought a 2 story house when they were significantly younger than me. I do not go on vacations regularly or experience much outside of work due to budgeting my money.","3","2","1","3","4","","","","","","2","5","4","5","7","7","7","7","1","1","2","2","1","1","","Cava","","Non-Partisan","Non-Partisan","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither","I did not vote"
"AM446ec","0","100","523","1","1","4","","","34","3","2","3","","4","28","For me the feeling of being left behind is being stuck at a job I don't particularly like because it is taxing on my body. Especially during the summer months. A particular example is how I felt last year before moving back in with my dad. I felt left behind by my grandparents, my mom was dying in the hospital and I did not have a place to stay. They did not care that much to help. Found family that was willing to take me in during that time. Another way I feel left behind in society I have yet to be able to purchase a house to secure my future. I am working on paying off a car after years of not having one. I feel left behind as well because I don't have a partner in life to share my goals, feelings and just emotions. To be there for each other. ","4","1","3","4","5","","","","","","5","5","3","4","5","5","5","4","2","3","3","3","2","1","","Burger King","","Non-Partisan","Non-Partisan",", if any,","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Neither","I did not vote"
"RN111vv","0","100","558","1","1","4","","","50","2","2","2","2","3","20","I guess people could all feel left behind in different ways, I feel it most when thinking about my own age. I just turned 50 and have been feeling like time was moving on without me. I don't feel like I am in any of the target demographics anymore, I am starting to not understand slang terms younger people use and I feel like some things are closed off to me now.","2","1","5","1","3","1","1","1","1","1","4","2","4","6","7","5","5","1","1","2","3","3","1","3","","Chick Fil A","","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$100,001-$120,000","2yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"JC920sd","0","100","855","1","1","4","","","52","1","6","7","2","7","20","Normally I would just say because I am a woman. Woman are still stereotyped as too emotional, not professional to be in high-ranking jobs, but now not ""right"" to be in the work place at all has come swinging back in with even greater force. Women are STILL statistically paid less than men in the same professions. And I know for a fact that discrimination in hiring still happens. But this is no longer a normal circumstance, not under this fascist, Christofacsist fake Xtian oligarchy. Me and anyone that is not one of them will all be left behind, in prisons and camps. Once they have eliminated the immigrants they don't like legal or not, the homeless, and LGBT, either by extermination or imprisonment, they will come for the rest of us. They are already have the plan in motion for the next phases now that they have Project 2025d the federal government by destroying and absorbing all power into the executive branch and packing the courts with that lapdog judges and DAs. Nextthey wil come after the Press and liberals even harder, labeling them as hate speech or terrorist driven, and begin arresting us, removing passports and IDs. They said they would, and you better believe it's coming","2","4","6","5","1","1","4","2","2","1","4","1","6","7","7","7","1","3","2","2","2","4","2","3","","Pickleman's","","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"IW128sz","0","100","496","1","1","4","","","51","3","5","4","3","5","0","I do not feel left behind at all. I know there are people that have more than me, but I feel I have gotten more than enough in life. I am happy everyday. I have a wonderful family. I like my job. We have little nice things and go on vacation every year. We have a lot more than a lot of people. I feel bad for them. We try to give back what we can. We do work hard for our life, and we enjoy it. ","4","1","4","4","4","2","1","2","2","2","4","5","5","5","4","4","3","5","3","3","3","4","3","3","","Burger King ","I have none","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"TK689nu","0","100","657","1","1","4","","","79","2","5","4","3","5","10","It means not doing as well as others financially and socially.  I do not have a romantic partner, and I do not have enough money to cover my expenses.","4","1","2","2","4","1","1","1","1","1","4","5","5","7","5","2","2","6","2","2","4","3","3","4","","Dunkin Donuts","","Democratic Party","Republican Party",", if any,","man","","","Black or African American","","","","","","$0-$20,000","4yearColl","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"TU528ob","0","100","628","1","1","4","","","60","6","1","1","1","1","0","I feel left behind when comparing my life to other womens at my age. Most women at 60 have all their children either married or living on their own. I don't. I love my older kids and don't want them homeless on the street so I have no problem with them living with us. But I imagine what my life would be like if my husband and I were alone and having more money to travel and do things together. I feel left behind because it still feels like when they were in college.","3","1","1","2","4","1","1","2","2","2","3","4","2","2","6","6","6","2","2","2","2","3","2","2","","In-N-Out","No, thank you","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$100,001-$120,000","2yearColl","Independent","","","","Closer to Republican","Donald Trump (Republican Party)"
"TA105la","0","100","895","1","1","4","","","52","1","7","7","1","7","17","To me, feeling left behind means my views not being supported or validated by the general population, or at least those who seem to have more power and status. I am agnostic, so I don't subscribe to the Christian religion which dominates American culture. I appreciate diverse religious views, I really do, but it seems like if you're not a Christian in this country you don't get as much of a voice. I feel offended by the amount of religion that interfered and guides so much legislation,m especially with this current administration. I feel like my own values and secular beliefs adon't count for much. As a white middle class woman, I am not going to sit here and say poor me...because there are so many people who are left behind way more than I feel. But it's still upsetting and disappointing.","1","4","6","5","1","1","1","1","1","1","4","4","6","7","7","7","4","1","1","1","3","4","3","3","","Starbucks because the coffee is delicious and the sandwiches taste permium.","","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"HY855nh","0","100","519","1","1","4","","","72","2","5","5","3","6","60","I feel left behind primarily financially. Everything keeps going up except my income. Also, I have limited knowledge of AI which is here and advancing quickly.","2","4","2","6","2","2","2","2","2","1","4","4","7","6","7","5","5","3","2","2","3","4","2","3","","Subway","","Democratic Party","Republican Party","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"MK233tu","0","100","873","1","1","4","","","25","3","5","5","4","4","66","I just always felt I am weird or different than other people. Always felt this way since I was in first grade. Socially, I just feel like I'm an awkward person, not belonging to this reality / planet. ","6","1","6","2","5","2","2","2","4","2","6","6","6","6","5","2","3","5","2","2","2","3","2","1","","Panera Bread","","Democratic Party","Republican Party","","woman","White","","","","","","","","$80,001-$100,000","GED","No preference","","","","Closer to Democratic","Donald Trump (Republican Party)"
"HT363bv","0","100","1018","1","1","4","","","43","1","4","6","4","7","21","I  believe there are systemic discriminatory practices that create an unfair and imbalanced society . It's not just a belief but a fact. The credit scoring system was designed to automatically give whites a higher credit score than black people. All of America's land was stolen from the native people and most of the wealthy corporations are because of stolen resources from underprivileged countries that were colonized and slave labor. More unfair and unequal systems compounded on top of that foundation makes life incredibly different for people who are a product the people who descend from colonizers and people who descend from the colonized and enslaved. 1% of the world population is hoarding natural resources and decide who gets into positions of power. Voting is an illusion because the elected officials are beholden to those corporations as well as the state of Israel that pays them to work for a foreign countries interest over the American citizens interest so they cannot be counted on to enact real change when they are working to keep the unfair system going. Money is a made up construct and when a society is designed to keep certain people in poverty it takes the idea of being ahead in life or left behind less of a responsibility or circumstance an individual put themselves in and more about the way this society categories people and the opportunities available to them based on how they were born. Taking all of this into consideration makes the concept of there being an idea of left behind or ahead a bit mythical ","1","5","4","1","4","","","","","","5","4","7","4","7","7","7","1","1","1","1","3","1","1","","Arby's ","","Non-Partisan","Non-Partisan",", if any,","woman","White","","Black or African American","","American Indian or Alaska Native","","","","$120,001-$140,000","4yearColl","Independent","","","","Neither","Kamala Harris (Democratic Party)"
"HW228bp","0","100","517","1","1","4","","","63","6","2","2","6","1","39","I feel left behind in the sense that this world is so different than the one I know or knew before. People are so disconnected now and are buried in their phones and computers. They don't deal in reality anymore but make friends with imaginary friends online who they have never met. So strange to me. What happened to living life and being a human and talking to your neighbor and fellow man. Strange times we live in. ","1","2","7","2","2","4","2","3","4","4","2","3","3","2","5","5","5","4","2","2","2","3","2","2","","In N Out","People be nice to one another!","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"RG025wa","0","100","562","1","1","4","","","39","1","6","5","","","70","I feel left behind because I am on the autism spectrum and have struggled with being underemployed. I have also been laid off a few times so I've had issues with being in a lower income and not being able to save as much. Because of that I felt I haven't hit the same life milestones as my peers such as buying a house or condo, taking nice vacations, just getting to live life rather than only just survive.","4","1","1","1","4","1","1","1","2","2","5","3","7","7","6","4","6","4","3","3","3","4","3","3","","Wendy's","","Democratic Party","Republican Party","","woman","White","","","","","","","","$80,001-$100,000","MA","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"MA423or","0","100","785","1","1","4","","","56","2","5","5","1","6","80","I feel left behind because of my financial status and isolation. Even though I worked hard for many decades, got a good education, and earned a good degree, I was never paid enough because people in my field are significantly undervalued. I was never able to save much and what I did save was drained when I became disabled through medical negligence. I graduated college with honors, yet I now live in poverty, due to other people neglecting my health concerns. I am completely isolated from society and am stuck in a place that I feel I don't belong, while everyone around me has shirked any responsibility for my situation, while also expecting me to continue leading a responsible life as if I'm a normal-functioning person. My disabilities are ignored.","3","3","4","4","2","1","1","1","1","1","5","5","6","7","6","6","6","3","2","2","3","4","2","3","","Wendy's","none","Democratic Party","Republican Party","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"QY410ow","0","100","652","1","1","4","","","41","6","3","4","4","5","35","feeling left behind means that one would have the innate feel that they are missing out and they are not in sync with what is going on presently","4","3","4","5","3","3","2","4","5","4","4","5","3","2","6","3","4","5","2","3","3","3","2","2","","starbucks","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$160,001-$180,000","PHD","Republican","","","Strong","","Donald Trump (Republican Party)"
"YH076he","0","100","595","1","1","4","","","61","7","1","1","1","1","0","I don't feel left behind at all. The only people who feel that way are left=liberals, behind=asses :) If you have talent, think for yourself, you cannot feel left behind. If you have no talent, fell for the liberal scam like DEI and woke, then you are not just feeling left behind. You are behind.","7","1","7","7","4","1","1","1","1","1","1","1","1","1","1","7","7","4","1","1","2","1","1","1","","Burger King","","Republican Party","Democratic Party",", if any,","man","","","","Asian","","","","","$40,001-$60,000","2yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"NI682pa","0","100","862","1","1","4","Non-binary","","26","1","4","6","1","6","22","I feel as though society does not value me or my contributions. The world isn't built for people like me to succeed and thrive. ","1","3","6","4","5","2","2","2","2","2","3","2","7","7","7","6","6","3","1","2","1","3","1","1","","Dairy Queen","","Democratic Party","Republican Party",", if any,",NA,"White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"TS698ab","0","100","686","1","1","4","","","67","2","6","6","1","6","66","I think as we age the feeling begins to come on. Children move on with their own lives, friends and family pass away. I also think there is an inherent bias against older people. The young start to see the old as invisible and not in the game. They tend to see through older people, to not consider them. They discount opinions and look for signs aging or dementia. I think it's also natural to review your life as you age and feel dissatisfied, and that coupled with decreased stamina contributes to the sense that you have been left behind. So I suppose it's a feeling that comes from within, and from the outside world as well. ","3","2","6","2","2","2","2","2","2","5","3","1","7","7","7","5","1","2","2","2","2","4","3","2","","Jack In The Box","none","Democratic Party","Republican Party","","man","White","","","","","","","","$20,001-$40,000","PHD","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"PJ014nl","0","100","525","1","1","4","","","59","6","1","2","3","2","20","Sometimes when my social group plans to do things that I either do not enjoy, or am not able to do for various reasons, I feel left behind. I feel sad because I am left out, or sometimes ignored, because I did not get to experience what they did.","6","1","3","6","4","2","1","2","2","4","3","5","3","1","3","4","4","5","3","4","3","3","3","2","","In-N- Out Burger","Good survey. Thank you.","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"CU252tz","0","100","474","1","1","4","","","32","1","5","3","3","5","20","In my opinion, feeling left behind is feeling like your peers are ahead of you and you are not progressing and they are progressing and doing better and getting ahead in life and you are just staying in the same place to me that is what feeling left behind is. ","5","1","1","6","2","","","","","","4","5","6","6","7","6","7","1","2","1","2","3","1","2","","Raising Canes","None","Non-Partisan","Non-Partisan",", if any,","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Neither","I did not vote"
"SJ620bp","0","100","362","1","1","4","","","50","1","1","1","2","1","41","I mainly feel left behind because instead of enjoying empty nesting, I am taking care of others. I see photos of everyone partying and working great jobs. I meanwhile have to help care for my elderly parents, so I have to plan to even get a weekend to myself. Also, many are almost retired, and I have years to go.","5","4","3","6","3","1","2","2","2","4","3","4","5","5","5","5","5","2","1","1","3","3","1","2","","wendys","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$60,001-$80,000","MA","Independent","","","","Closer to Republican","Donald Trump (Republican Party)"
"IF897yj","0","100","460","1","1","4","","","30","5","2","2","2","1","90","I feel like I never adapted to a productive adult life. I don't have any strong social bonds outside of my immediate family. I find myself unable to make connections with people. I struggle with just basic functions and understanding, and at my point I'm old enough that instead of teaching and guiding me, people just decide I should know better and abandon me or leave me out. I feel like I'm at a point where I can't progress any further in life and things will only degrade from here.","2","1","6","1","1","1","1","1","1","1","7","6","7","3","7","7","6","3","3","3","3","3","1","3","","Arbys","","Republican Party","Democratic Party","","woman","White","","","","","","","","$0-$20,000","noHS","Republican","","","Not very strong","","I did not vote"
"AY506ri","0","100","736","1","1","4","","","40","3","2","1","4","1","50","I feel like I wasn't prepared for life outside of school. I did well in school, despite having severe social anxiety, yet I feel I didn't really learn anything to help me succeed in the working world. I feel like I don't ""belong"" in normal society where I'm suspected to have a job and work 9-5, 5 days a week. I feel like a person with my constitution would do better in the past, where I could just be a housewife or, if you go even further in the past, just help gather stuff for my tribe and weave baskets all day, as silly as that may sound. 

I'm not opposed to working, I just get so anxious around normal adult activities. ","4","1","4","2","2","","","","","","4","5","3","2","3","5","4","2","2","2","2","3","2","2","","Wendys","","Non-Partisan","Non-Partisan","","woman","White","","","","","","","","$0-$20,000","noHS","Independent","","","","Neither","Donald Trump (Republican Party)"
"PT564kb","0","100","375","1","1","4","","","24","2","7","7","1","7","100","Feeling left behind means that I am not getting the same support or resources as other Americans, and I feel that I have not achieved the same amount of financial freedom as other Americans at my age have. I have no insurance and still owe the IRS, so I feel that I have a lot of catching up to do in order to have the same financial freedom as other Americans. I also feel that I need to work harder at a higher paying role to not feel so left behind since alot of my shortcomings are related to my finances (such as my debt). ","2","4","2","2","2","1","1","6","1","1","5","1","7","7","7","7","7","1","1","1","2","4","2","1","","McDonalds","","Democratic Party","Republican Party","","woman","","","Black or African American","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"TT028zm","0","100","715","1","1","4","","","49","1","4","7","4","7","80","The majority of  resoiurces are being hoarded by an increasingly smaller group of people. I feel the majority of Americans have been ""left behind"" at this want. The cost of education is prohibitive. We force our young people to go into what c ould very easlily become a life time of debt just to obtain an education. Our healthcare system is barbaric and absurd. I don't think Kafka had the imagination to dream up the dystopiam levels of corruption and grees exhibited by the ruling class in todays America. we are preyed upon in every facewt of our lives. There is no decency in the ruling class. No morals. No ethics. No guiding principles. I just talke to someone who was charged $150 extra for the privilege of being in the room when their dog was put to sleep. Venture capitalists have bought up all the vet practices. When they buy something, quality goes down and cost goes up. It seems they have bought our entire country.","4","5","4","4","1","1","1","3","1","1","1","2","7","5","7","5","7","1","1","1","3","3","1","2","","Moes","Thanks for the opportunity to participate.","Democratic Party","Republican Party","","woman","White","","","","","","","","$80,001-$100,000","GED","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"YI996al","0","100","640","1","1","4","","","57","7","1","1","1","7","0","The only time I would feel left behind is when I am thinking about all the things I should have or could have done when I was younger. The fact that I have so much talent and potential that I look back and realize I could have fostered those talents at a younger age and became very successful in them.","7","1","2","5","4","3","5","5","4","7","1","1","1","1","4","7","6","1","1","1","1","1","1","1","","Chik fil A","I meant to mark 0 for the slider on progressive but accidentally hit it at 7! Meant to change it, but you may change that answer if you would like. Thank you!","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$140,001-$160,000","GED","Republican","","","Strong","","Donald Trump (Republican Party)"
"QH644ue","0","100","867","1","1","4","","","58","1","5","5","5","5","41","When I think of being ""left behind"" I think of not having access to education and other things that most people feel they need to get ahead. While I had a good early education it was my choice not to pursue college, so I don't feel left behind specifically because I didn't go to college. I do however feel like if I had gone to college more opportunities for financial growth would have been available. So theoretically I'm left behind in that I don't have the material wealth that others have. Having said that, I'm not very interested in material wealth, so those feelings don't seem incredibly relevant to me.","6","1","2","1","4","1","2","1","1","1","4","5","7","7","7","7","7","1","1","1","1","4","1","2","","Carrabbas","none","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"WF463nw","0","100","1058","1","1","4","","","48","1","5","","1","6","30","I feel a little bit left behind, but mostly because of my own doing and not because of any prejudice, discrimination, or lack of opportunities. I think my first mistake was back in my high school years and how I should have been more focused on getting better grades and going to college. My second mistake was working dead end jobs for so long after I graduated. I should have learned a trade or decided to try and go to college anyway. But years passed by and I just continued working minimum wage jobs, often thinking about doing something with my life, but never actually doing anything about it. ","7","1","1","4","3","1","1","1","1","1","5","4","7","7","7","6","4","2","2","2","3","4","2","3","","Wendy’s","","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"CS999ft","0","100","196","1","1","4","","","57","5","1","1","1","1","100","All of my friends and family are at extremely different points in their lives than I am. It just seems to me as though no matter what I've done, or continue to do, I'll just never be able to get anywhere near close to where everybody else is at.","4","1","4","4","1","1","1","1","1","1","1","1","7","4","7","7","7","1","1","1","2","3","1","1","","Arby's","No, thank you.","Republican Party","Democratic Party","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Strong","","Donald Trump (Republican Party)"
"VR912fh","0","100","759","1","1","4","","","61","7","1","1","1","7","0","Feeling left behind is the overwhelming feeling that others around you or in your level are doing better than you in all aspects. Sometimes, people below you or those who came after you may get ahead while you remain stuck, for example, in the workplace. I was feeling behind when all my siblings had moved out and had meaningful careers while I was living at home and advancing my studies. I was dependent on someone and I had the constant urge to move out and be my own person.","7","1","1","2","1","1","1","1","1","1","7","1","1","1","5","5","5","3","2","2","3","3","2","2","","KFC","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$160,001-$180,000","PHD","Republican","","","Strong","","Donald Trump (Republican Party)"
"DL706hd","0","100","775","1","1","4","","","62","2","5","5","4","3","69","It means that I would be last on anyone's list to help, or save. I'd not be someone's first choice nor feel like I'm capable of being loved to the fullest. I'd feel abandoned.","2","4","3","2","2","3","1","2","5","5","6","5","5","5","5","6","6","2","2","2","2","3","2","2","","Burger king","Thanks","Democratic Party","Republican Party","","woman","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"BG478xb","0","100","1011","1","1","4","","","56","7","4","1","2","1","10","I see being 'left behind' as more of a personal refection than anything else. If a person doesn't take available opportunities to educate themselves, work hard, live a moral and virtuous life, and create a future for themselves they may very well feel left behind in life and suffer the negative consequences of those poor choices. I think a great way to combat that self-perception is to begin to immediately address those problems as soon as possible no matter a person's age. An improved life in whatever measure is better than no improvement at all.","7","1","2","1","5","2","6","2","2","2","2","6","1","1","5","5","5","3","2","2","3","3","2","1","","KFC","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$40,001-$60,000","GED","Other party","Independent conservative that votes Republican for lack of sufficient choice","","","Closer to Republican","Donald Trump (Republican Party)"
"YD507fd","0","100","1126","1","1","4","","","31","5","","4","","","21","There can be several meanings to that phrase for me. One of them could mean being left behind in comparison to the accomplishments of people my age. An example being potentially feeling left behind in a career sense or maybe something like not owning a house while somebody else does. For a while I did felt left behind because I was kind of going through life without a direction. It took a while for me to really find my footing and establish myself. However, right now I dont see myself as a person who is left behind.","5","1","3","3","6","1","3","2","4","4","5","6","4","2","3","4","4","4","2","2","3","3","2","3","","little ceasars","","Republican Party","Democratic Party",", if any,","man","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
