"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","lebe_cont_1","describe","elect_exp","elect_change","elect_econ","elect_cult","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","gender_.99_TEXT","race_8_TEXT","age","check_1","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"ZH665cn","0","100","213","1","1","4","75","I feel left behind because my life just feels stagnant at the moment. Many of my friends have accomplished so many things compared to what I feel I have accomplished. I feel like every recent goal I have set, I have failed on making. Or I experience too many setbacks in a goal and get discouraged and give up. I feel like others have more of a drive to keep going forward than I have.","2","4","1","1","1","7","6","5","5","","","40","red","None","man","White","","","","","","","","Over $200,000","GED","Independent","","","","Closer to Democratic"
"RW698yj","0","100","193","1","1","4","28","Sometimes I feel I should have done more previously as my career has not advanced as much as I think I should have. ","4","5","3","1","2","6","5","5","5","","","34","pink","","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Democrat","","Not very strong","",""
"FL235br","0","100","180","1","1","4","40","I feel left behind in my career, being unable to get a fulfilling job that I at least enjoy doing and making good money from. Another thing I feel sort of left behind on is my health, I feel like I should be taking better care of it but don't have the mental strength or effort put it to keep at it.","4","5","3","3","3","3","3","3","4","","","29","Red","","man","","","","Asian","","","","","Prefer not to answer","MA","Independent","","","","Closer to Democratic"
"BW018aw","0","100","348","1","1","4","60","I feel with the way that the country is becoming more polarized if you’re not on one side or another you are considered the “enemy” and it makes it hard, as a minority who was born in the country, to feel like I’m part of this country. ","4","3","5","1","1","6","1","5","6","","","51","Grey","","man","","","","Asian","","","","","$180,001-$200,000","MA","Democrat","","Not very strong","",""
"VF433um","0","100","619","1","1","4","15","I think the only thing I feel left behind on is that because of certain health issues in my life I could not make the career choice that I had wanted to make. ","5","4","4","5","2","","","","","","","67","Purple","","woman","White","","","","","","","","$140,001-$160,000","2yearColl","Independent","","","","Closer to Republican"
"YK208mf","0","100","413","1","1","4","60","Well I recently became disabled and i have to live on a fixed income and it is hard to make ends meat.","2","5","6","7","6","1","1","5","1","","","62","purple","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Not very strong",""
"VP811cy","0","100","110","1","1","4","27","I don't feel left behind I feel as though our country is vrey divided and we feel extremelys eparate from one another","1","3","1","1","1","3","7","2","7","","","24","purple","","woman","White","Hispanic, Latino, or Spanish origin","","Asian","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Democratic"
"KR400wk","0","100","631","1","1","4","20","Even though for the major and important things in life I don't feel left behind, but there are some smaller ways that I do. I feel a little behind when it comes to things like makeup and beauty standards because I never really learned how to do my hair or makeup in the way that seems normal for other people. I also feel left behind socially. A lot of people seem to have big groups of friends and are always doing fun activities together, but I don't really have that. I mostly spend time with a couple close friends and my family, so I sometimes feel like I'm missing out on that part of life.","4","4","1","2","2","6","5","2","7","","","39","purple","","woman","White","","","","","","","","$80,001-$100,000","GED","Democrat","","Not very strong","",""
"EW125yf","0","100","158","1","1","4","55","Actually, I don't feel I am right where I need to be right now, and no matter what happens, as long as I trust God, He will order my footsteps","4","4","4","4","4","4","4","4","4","","","47","Blue","","woman","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"XR550uh","0","100","302","1","1","4","68","I honestly just feel like I'm taking up space on the earth. I don't have any income besides doing these studies so I'm a drain on my family. I hate having to ask ANYONE for ANYTHING but I find myself constantly having to do this. I can only afford the bare necessities in life and I have to depend on my ex husband and grown sons for anything else I need in life. It's not a good feeling. ","3","6","4","3","","","","","","","","54","Blue ","","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Neither"
"XR812ue","0","100","312","1","1","4","54","Certain races and genders get the push ahead, while jobs specfiically throw away white male applicants.","5","4","7","6","6","1","1","5","1","","","39","red","","man","White","","","","","","","","Over $200,000","4yearColl","Independent","","","","Closer to Republican"
"RM036rc","0","100","832","1","1","4","40","My quality of life was diminished because although I have a very high IQ (gifted level 137), my family was too poor to afford college. I was poor and had to go straight to work to provide for myself. I got factory work and made a lower middle class income for most of my life. I also wish I could have had access to mental health intervention earlier in life. I found out that I have ADHD late in life. If I had been diagnosed earlier, I could have accomplished more. I could have been a doctor, lawyer or teacher. I wanted to become a parent, but my infertility made it impossible. Adoption or other intervention was too expensive for me. I am a very compassionate and nurturing person who could have been an amazing parent. Our nation's lack of provision for poor young people like me left me far behind where my potential could have taken me. ","3","1","1","1","1","7","7","1","7","","","53","yellow","no thanks ","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"GK929vy","0","100","323","1","1","4","15","I married very young, had children young and did not get any higher education. As the saying goes: to busy to make a living to go further. I was so busy keeping my family afloat that I did not pursue any more education than high school.","5","5","5","5","4","4","5","4","5","","","75","blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"PK435ka","0","100","491","1","1","4","0","As a young women I had an interest in chemistry but I was also a musician. I worked in a laboratory for while and loved the job and considered getting a degree in science but I was discouraged by co-workers and even the male members of my family because I was a woman. I got my Masters in music and have loved being music teacher and performing over the past decades but I think I might have made a different career choice if I had not been a woman and had received some encouragement and support.","4","4","3","2","3","4","3","3","4","","","67","green","","woman","White","","","","","","","","$40,001-$60,000","MA","Independent","","","","Closer to Democratic"
"FA115xh","0","100","339","1","1","4","70","I feel as though other people around me have gotten ahead and are doing amazing things. While I am stuck, trying to survive and help my family, while watching the world out there doing more than I could ever imagine. I feel like although I strive to do more that I'm always left running on empty. Like, how long do I have to work before I feel satisfied? Before I'm able to live happily? How long before the stress is off my shoulders and the burden I carry gets lighter? It's hard to know to be honest and I feel like I have weights on my feet. Trying to drag myself through this world while everyone else races right ahead. ","5","5","7","4","5","2","1","3","2","","","24","Blue","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Republican","","","Not very strong",""
"KE207bj","0","100","334","1","1","4","70","I feel like the system is broken in the sense that being born into a certain environment and wealth class dictates how easy you can succeed and advance. With no backup savings plan or structure offered by default from the government for seniors, it puts a lot of people at risk of feeling behind I feel like.","4","2","3","4","4","","5","","4","","","37","blue","Interesting study, I hope the research goes well.","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Democratic"
"MQ318vw","0","100","317","1","1","4","0","i sometimes feel left behind when technology advances faster than i can keep up with,especially in areas like AI and smart devices. I also feel it when the cost of living rises,making it harder to maintain the same quality of life","3","5","5","6","7","1","1","1","5","","","32","black","","man","White","","","","","","","","$80,001-$100,000","PHD","Republican","","","Strong",""
"QD543aa","0","100","287","1","1","4","4","The only way that I feel left behind in any matter is when it comes to healthcare costs. I feel like I make to much money to qualify for assistance, but I don't make enough money to handle all of these medical expenses. ","1","4","5","5","6","2","1","5","3","","","49","orange","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Republican","","","Not very strong",""
"SY475ht","0","100","303","1","1","4","0","I really don't feel very left behind. I suppose if I had to try to find something I would say I feel somewhat left behind because i am physically disabled and am unable to finish school and to pursue work in a way that a normal person would. I suppose that would make me feel left behind someone and that I can't get out of debt because I can't make the extra money to do so. On the other hand I do not fill up behind because there's so much I still can doAnd I'm very thankful and our needs are met and we are fine.","4","3","7","7","7","1","1","3","1","","","57","red","Thank you","woman","White","","","","","","","","$80,001-$100,000","GED","Republican","","","Strong",""
"RB831ti","0","100","253","1","1","4","20","I feel that I am being left behind somewhat due to my age.  The younger generation seems to believe that I don't understand them.  Sometimes it seems like I am looked at like I don't understand what they are talking about because I am old enough to be their grandfathers.","6","5","7","5","5","2","1","7","3","","","53","Green","Nothing specific to note.","man","White","","","","","","","","$20,001-$40,000","PHD","Independent","","","","Closer to Republican"
"PZ991ap","0","100","359","1","1","4","90","Various aspects where the system we have for these problems have failed us. I'm not comfortable giving too many details, but from medical assistance, to slight help getting my daughter where she needs to be, down to her safety during her weekend visits with the county already have been involved while her safety was being intruded upon, and defiled! It has lead me to believe there is not much more reason to try seeking anymore of this help since it has already failed us right under their gaze!","5","4","4","3","4","4","4","4","4","","","44","Blue","","man","White","","","","","","","","$0-$20,000",NA,"Independent","","","","Neither"
"HT124bs","0","100","176","1","1","4","76","I feel like others around me are able to live a semi comfortable life and I am always just getting by. I am always stressed financially and can never seem to just relax with others and do fun trips and activities ","2","6","7","3","3","4","1","6","4","","","36","Blue","","man","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"XK539tt","0","100","169","1","1","4","79","I feel I am not where I should  be at this point in my life. I feel my peers are far a head of me as far as housing, jobs, and family matters are concerned.","7","6","4","3","1","3","4","2","2","","","39","green","","man","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic"
"FT808qe","0","100","1234","1","1","4","64","I believe that in this country, a whole lot of people are left behind, including myself. It seems that if you aren't ultra rich you are ,to some degree , left behind. In the current administration the tax laws favor the rich to the detriment of everyone else. Marginalized people can't possibility survive like this. In my case ,I believe that much of my lack of success was my fault but I don't think people like me should have to be like this forever. The current administration is destroying the poor and the middle class with tariffs that raise prices . They also are doing everything in their power to take away our health insurance and essential programs we must have to survive. It's never going to end.","3","3","2","1","1","6","5","2","7","","","68","Blue ","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Democrat","","Strong","",""
"JP598hz","0","100","198","1","1","4","66","I feel left behind financially. I feel like I am barely making it in daily life even working 50 hours a week or more.","5","5","3","4","5","5","4","4","4","","","35","blue","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Republican"
"EC498ll","0","100","172","1","1","4","20","I am a woman working in biotech. I wonder if I have been passed over for promotions, or higher salaries.","3","3","3","2","1","6","6","1","6","","","55","purple","","woman","White","","","","","","","","Over $200,000","4yearColl","Democrat","","Strong","",""
"BH576qo","0","100","333","1","1","4","80","I feel left behind in the sense that I don't think my voice or vision for a better, more inclusive country is being heard. Instead, we are all being held hostage by a very vocal minority who seem to be fueled by fear and hatred. Many Americans are living shorter, more miserable lives because of bad policies and economic inequality.","2","1","1","1","1","6","7","2","7","","","45","Green","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Closer to Democratic"
"WL727ym","0","100","252","1","1","4","0","I do not feel left behind at all. We are very financially well off and live extremely comfortably. This is the result of our focus on education and hard work. Neither my husband and I come from wealth, comfortable families so this result came directly from our efforts.","1","1","7","7","7","1","1","4","1","","","69","green","","woman","White","","","","","","","","Over $200,000","PHD","Republican","","","Strong",""
"WF691up","0","100","399","1","1","4","20","I feel like I was left behind in obtaining financial understanding of how to navigate HSA and FSA as well as some stock investment information I believe this should be a required class taught in high school so kids can understand before they get into the workforce about truly investing and saving for their future  ","4","4","7","6","6","2","1","3","3","","","52","green","Have a wonderful stress free day ","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Republican"
"JU287wd","0","100","350","1","1","4","7","I only work part time. I have a master's degree and could really accomplish more than I currently am accomplishing. But I dont necessarily have a goal of success in a career so maybe I am left behind other people","3","5","2","3","3","5","3","","5","","","49","purple","","woman","White","","","","","","","","$100,001-$120,000","MA","Democrat","","Strong","",""
"YN547hw","0","100","319","1","1","4","0","I do not feel left behind in any way in either issue, i feel updated and very aware of what is happening around me or of anything that I am part of or involved in any way","6","1","5","7","7","1","1","1","2","","","32","Blue","","woman","","","Black or African American","","","","","","$40,001-$60,000","MA","Republican","","","Strong",""
"UA664vx","0","100","372","1","1","4","80","I feel left behind because of my health issues that have gradually worsened for almost 19 years. I can't advance at anything in life because of my health. I feel like almost 20 years of my life has been stolen from me that I can never get back. Everyone else can move around with no problems, work jobs, make money, provide for themselves, take care of themselves...everyone except me. It's very degrading and humbling for me to be in this position. And, I have no way to get out of this situation. I've tried. So yes. I do feel left behind. Left behind by life. I feel like a ghost of my former self.","4","4","7","5","5","1","1","6","1","","","53","black","none","woman","","","Black or African American","","","","","","$60,001-$80,000","GED","Independent","","","","Neither"
"NK069kk","0","100","373","1","1","4","45","I feel left behind in areas where i dont get access in my career, because of my gender and race. In some careers its much harder to get a chance because of gender, but I believe in that maybe you get to learn to be brave and explore more options, sometimes thats like life is challenging you to be better , so when you have those barrier you research more, you look at different strategies and you find people that will support this endeavor.                     ","3","7","3","7","4","1","1","1","3","","","44","blue","","woman","","","Black or African American","","","","","","$0-$20,000","2yearColl","Republican","","","Strong",""
"GN277uy","0","100","1417","1","1","4","60","Sometimes I just feel like I'm cut off from my friends and my family because of choices that I've made so it makes me feel like I'm being left out. They don't really communicate with me that much anymore so it's difficult to deal with.","2","4","3","1","4","4","4","4","4","","","42","Black","","woman","White","Hispanic, Latino, or Spanish origin","","","American Indian or Alaska Native","","","","$0-$20,000","2yearColl","Democrat","","Not very strong","",""
"VJ096up","0","100","947","1","1","4","0","I sometimes feel left out because of how quickly technology and opportunities are moving forward. it feels like new skills, platforms and systems are advancing so fast that keeping up requires more time and resource than i realistically have","6","6","6","6","7","3","","","7","","","25","pink","no comment","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"OQ247kv","0","100","372","1","1","4","90","I feel left behind because i am financially unstable therefore it makes it diffifult to travel, see my family or do things i like ","5","3","2","5","4","3","5","5","2","","","28","blue","","woman","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic"
"GC867fi","0","100","379","1","1","4","23","I may feel left behind as a military spouse and being a stay at home mom. I haven’t had a full time job for 10 years and it puts me behind with a career in the near future. At my age, there are many people who have a full-time established career and I haven’t even started one. This makes me feel left behind and wanting to play catch up with a degree. ","7","7","7","7","7","1","1","1","1","","","41","Blue ","","woman","White","","","","","","","","$180,001-$200,000","4yearColl","Republican","","","Not very strong",""
"GK831qg","0","100","115","1","1","4","51","I feel like i am not doing enough career wise. I am almost 30 and i still don’t have a right job which can help me to retire. I want a job where i can make enough money ","5","5","6","5","3","3","4","3","3","","","29","blue","","woman","","","","Asian","","","","","$100,001-$120,000","4yearColl","Democrat","","Not very strong","",""
"OX245qr","0","100","509","1","1","4","55","I feel left behind due to not accomplishing all my goals I want to in my life. The factors is not making what I think I should and up in my career in the place I should.","4","7","7","7","4","2","3","2","4","","","47","blue","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Republican","","","Strong",""
"IZ416xc","0","100","217","1","1","4","10","I feel left behind regarding some aspects of my childhood.  I feel my parents gave preferential treatment to my sister because she of the decisions she chose to make, whereas I always took care of myself and dealt with my own problems.","6","5","5","2","1","6","3","1","5","","","56","red","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Not very strong","",""
"TV180vw","0","100","272","1","1","4","19","When I reflect on the idea of being ""left behind"", a few areas come to mind where I sometimes feel that way. Those areas in technology and skills, career and recognition, personal growth and balance. Part of the challenge is that measure myself against external markers like what others are doing, how fast trends move, or what milestones I ""should"" have hit by now. That comparison makes small gaps feel like large failures. Even when I know I'm on my own path, the feeling of being behind still creeps in because there's always something or someone to measure against.","4","4","4","4","5","3","2","6","1","","","39","Blue","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Neither"
"CX296ya","0","100","49","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AL472lu","0","100","152","1","1","4","19","I sometimes feel left behind when I see how quickly technology and new skills are advancing, and I can’t always keep pace. Career-wise, I notice peers moving ahead faster, which can make me question if I’m doing enough. Socially, I also feel a bit behind when others reach milestones like buying homes or starting families while I’m still catching up in my own way.","5","3","1","1","7","6","6","5","7","","","36","yellow","","man","White","","","","","","","","$0-$20,000","GED","Democrat","","Strong","",""
"HI148ej","0","100","160","1","1","4","10","Generally speaking, I don't feel too left behind.  However, I am 55 now, and both my sons are grown.  Sometimes I feel a bit left behind when they start talking about some pop culture item or some technology advancement that I'm not aware of.  They are also more up to date in sports than I am.  But even so, I catch up pretty quickly and don't feel too left behind.  ","4","5","7","5","6","1","1","3","1","","","55","Blue","","man","White","","","","","","","","Over $200,000","4yearColl","Republican","","","Strong",""
"PI748uv","0","100","1742","1","1","4","100","My life has become horrible. I just went through a brutal divorce.  I have been a stay at home parent/husband for 13 1/2 years.  I'm also a transman (female to male). I put in SO much hard work for my ex wife and our 4 adopted children over the years.  I did everything for them while my ex wife did nothing but bring home money.  She never participated in their lives and left everything up to me.  I am unable to work outside the home and my health has taken a huge hit from the years of keeping up with our 4 children.  My ex wife during the custody battle decided to force my children to make false accusations against me.  And why?  For money, revenge, and self preservation.  She wanted/demanded in the beginning of the divorce that I take the kids half of the time...that was until she found out that she'd have to share their adoption subsidy money with me.  That's when she decided she wanted full custody.  My children needed therapy from the time they were born.  And from the time they were born, I took them to the best therapists in our city and I participated in their therapies.  When I left, my ex wife decided to bring in a 2 star therapy center to give them ""group therapy"" at school.  She did this to make it easier on herself, even though I was willing to take them to all of their 5 start therapies that I spent hours researching.  She simply wanted to prove to the courts that she was able to give them their therapy.  I spoke with a few highly rated therapists who said she was not doing what was best for the children and that they needed individual therapy in a private office setting.  Not therapists being sent to their school.  My ex wife's mother was paying for her attorney.  I had to max out a $10,000 credit card to pay for my attorney and my ex wife ended up bleeding me dry financially from divorce costs.  I feel this was her plan.  My kids were telling me she was being inappropriate and saying inappropriate things to them. They said they do not want to live with her.  My attorney advised me not to call CPS and to wait and let our divorce judge know what was happening when court came around.  My ex wife found out what the kids were saying about her and that's when she forced them to falsely accuse me of things to CPS - throwing me under the bus to save herself and for money.  Between the money she gets for them monthly and the child tax credits, she brings in $47,000/yr.  That doesn't include her own income from her job.  She had a $47,000/yr motive to take me down.  I have no home, I have no job, my credit card company is suing me for the $10,000, and I was arrested and have been falsely charged with child abuse.  Because I'm transgender, I suffered the week I was in jail due to the conditions and how they treated me.  Luckily, my cousin was able to bail me out.  I will not go back to jail.  I am suffering all these things after spending 13 1/2 years as an incredible father and loyal husband.  I live in a state that sides with women.  Our justice system is horribly flawed.  They think they are doing God's work but they are doing just the opposite.  God would NEVER do to anyone the things that have been done to me.  They are feeding into the system. My children will be so messed up because of her and our ""justice"" system.  Either they will end up in the system, pregnant before they're 18, in jail, or all the above.  There are so many people sitting in jail.  How many are like me who are really good people?  Spending tax payers dollars to put innocent people in jail because the system sided with a narcissistic, greedy, vindictive, self serving woman who uses her kids as pawns and for financial gain and revenge.  Is this what we have become?","4","1","1","1","1","6","6","6","6","","","45","Green","","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"RA889ld","0","100","240","1","1","4","60","I sometimes feel left behind because others seem to move ahead in their careers faster than I do. Seeing them reach new roles while I’m still catching up is discouraging. I also regret missed chances and struggle to keep up with how fast things change.","2","6","7","7","7","1","1","1","1","","","40","crimson","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Republican","","","Strong",""
"GV609ch","0","100","445","1","1","4","61","In this country, rich people get richer, and poor people can't get out of their financial situation.  Many times, poor people get left behind and not looked at.","4","5","2","5","4","4","","","","","","51","blue","","woman","","","","Asian","","","","","$80,001-$100,000","4yearColl","Democrat","","Not very strong","",""
"YY734mv","0","100","161","1","1","4","36","I don’t generally feel left behind. However, as I’ve gotten older, I occasionally feel this way. Increasingly feel like my opinions don’t count as much as they used to – particularly when it comes to purchasing and consumer matters. Overall, I really can’t complain about my status too much.","5","5","4","2","1","6","5","3","6","","","51","Red","","man","White","","","","","","","","Over $200,000","MA","Independent","","","","Closer to Democratic"
"WN777qv","0","100","550","1","1","4","9","I might feel left behind when the government does not do what it was elected to do, since it  is the American people who elected them in office. I personally have felt left behind when the US president decided to cut funding dealing with health to countries that cannot afford to buy medicine
","4","7","1","1","1","7","7","7","7","","","65","purple","the survey was interactive","woman","White","","","","","","","","$160,001-$180,000","MA","Democrat","","Strong","",""
"OI259em","0","100","526","1","1","4","62","i feel left behind due to limited opportunities, rising costs and social, and social changes that make it harder to keep up with others' progress and success.","6","5","5","4","5","4","6","4","4","","","49","blue","","woman","","","Black or African American","","","","","","$60,001-$80,000","MA","Democrat","","Not very strong","",""
"RW357ue","0","100","236","1","1","4","20","I feel left behind career wise.  I have 3 degrees, but they are in fields where it is hard to climb the ladder and it is frustrating.  I would love to be able to move up instead of staying stagnant in my career.","4","4","2","1","2","5","5","4","5","","","35","blue","","woman","White","","","","","","","","$140,001-$160,000","MA","Democrat","","Not very strong","",""
"ZM262eq","0","100","223","1","1","4","40","I just feel the middle class is in the worst of all of the situations. Working to pay for everyone else. Working to pay for those who don't work or make very little and working for the big CEO's so they can make their millions. Taxes are high, gas is high, groceries are high, but the middle class taxes just keep going up as does everything else and we get NO help.","2","2","3","5","5","1","4","5","4","","","43","Green ","","woman","White","","","","","","","","Over $200,000","GED","Republican","","","Not very strong",""
"EU433yx","0","100","287","1","1","4","0","I have been very blessed in my life and cannot say that I have ever felt left behind, but like I said I have been lucky to have what I have. I have always felt like I have been underpaid at every job I have had, so that is really my only complaint","6","3","6","7","7","1","1","1","1","","","51","blue","MAGA ! Thank you for the time","man","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Strong",""
"CG393bx","0","100","306","1","1","4","40","I feel that I feel somewhat left behind in the development of a family and stable foundation. I have a few friends with real estate and families while I still rent and am dating. While I am ahead of quite a few people as well this is one area that I feel left behind. ","4","6","5","4","2","2","1","3","1","","","28","blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"VG376zq","0","100","162","1","1","4","69","I feel left behind because of my childhood mostly. I experienced abandonment at an early age. The feelings have only compounded over time. I feel distant from people and somewhat isolated.","1","5","1","3","5","5","4","4","4","","","33","Blue","","man","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Not very strong","",""
"BL279yh","0","100","110","1","1","4","69","What came to mind was financial stability. I feel more behind than my parents because it is more difficult to get ahead, especially when it comes to things like buying a home. ","4","3","2","1","1","7","4","3","7","","","34","Pink","","woman","White","","","","","","","","$60,001-$80,000","MA","Democrat","","Strong","",""
"IW499fz","0","100","220","1","1","4","8","For the most part i do not feel left behind. If i had to pick one area where i might feel left behind, it would be in respect to social connections. I have not had very strong social connections, or as strong as i'd expect, with people in the US.  Especially as if i compared it to people from other countries. I think in this day and age, with society in the US, social connections are harder to come by as folks are engrossed in their phones and social media. This phenomenon isnt as strong or as prominent, in other countries.  At least that is the current observation, and may change as time goes. ","4","4","6","4","5","4","1","1","4","","","44","orange","","man","","","","Asian","","","","","$60,001-$80,000","MA","Independent","","","","Closer to Republican"
"QD492xm","0","100","360","1","1","4","90","I am unemployed currently and it's been very difficult to find a job. I feel like there's little help in doing so. I feel like the government is turning a blind eye to unemployment and likely massaging the numbers to make them look better than they are. For example, I don't count towards the unemployed figure because I am not collecting unemployment insurance, which makes me feel even more invisible. Beyond that, once I do get a job, I am still going to be working class, which has been more and more left behind in American society thanks to stagnant wages, the already meager social safety net being curtailed, unaffordable healthcare, etc.","4","1","1","2","1","6","4","1","6","","","32","Green","N/A","man","White","","","","","","","","$0-$20,000","GED","Democrat","","Strong","",""
"JD412gi","0","100","262","1","1","4","1","I do not feel left behind.  I have a relationship with Christ, then i have a wonderful husband and a son with a granddaughter.  I have a great job and life is going great","3","5","4","7","7","1","1","1","6","","","64","red","i enjoyed this study :)","woman","White","","","","","","","","$100,001-$120,000","GED","Republican","","","Strong",""
"KG807um","0","100","232","1","1","4","38","Because I am in a lot fo debt and got kicked out of my house and have to save up to try and get my own place again.","5","4","5","5","5","4","5","5","3","","","29","orange","","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"SB461he","0","100","259","1","1","4","20","i have not felt left behind in anyway because i am always up to date and i keep a good record of things around me.","4","1","1","7","4","5","5","4","","","","32","blue","","woman","","","Black or African American","","","","","","Over $200,000","PHD","Democrat","","Strong","",""
"AF694lo","0","100","308","1","1","4","58","Basically I joined a job with a group of newbies. We were all new and supported each other throughout the early time there. Later, they all got promotions and I didn't. While everyone else is a mid level employee, I am still a base level. I feel left behind. ","3","2","3","4","5","2","1","6","2","","","28","Pink","","man","White","","Black or African American","Asian","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"ZM824bm","0","100","185","1","1","4","60","I feel left behind because I am not making as much money as I wish I was.  I was making a lot more this time last year.  Things have changed and it makes me really nervous to think about what might happen in the future if things don't go back.  I see other people being successful even in these hard times and it makes me feel left behind.","4","1","1","4","2","1","1","1","2","","","44","purple","Thanks!","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"CV908rf","0","100","593","1","1","4","65","I feel a bit left behind because employers do not seem interested in people who have a less traditional background and want people who have had prior experience in what they require for specific tasks. It does not seem like training is valued, and people are close minded if you have a background in physics versus engineering even though physics students have excellent problem solving skills. I am probably too nonconformist for many employers.","2","1","5","6","7","1","1","5","1","","","46","Blue","","man","","","","Asian","","","","","$0-$20,000","4yearColl","Republican","","","Strong",""
"ED410oh","0","100","462","1","1","4","40","I feel that many times I am left behind when it comes to technology. Learning new programs at work along with more implementation toward AI takes a lot of patience and diligence and I still have that worry that eventually AI is going to take over my job instead of being a tool to help me assist customers faster. ","5","2","2","7","7","1","1","1","4","","","44","red","","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong",""
"HN026zu","0","100","592","1","1","4","60","There is too much focus on identity politics in various aspects of American life, and many institutions and companies have over-corrected for any perceived inequalities in the past, and now certain other groups have much less chance of being hired. For instance, being a white male, I would have much less chance of getting hired at a place like UCLA than a woman of color or a woman of color who is LGBTQ. This is just the fact of the matter, whether people will admit it or not. ","4","4","1","3","2","5","7","3","5","","","54","blue","No comments. ","man","White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"AW542vd","0","100","161","1","1","4","100","because i feel like i am left behind with the way goverment works because it doesnt work for me because i am at the lower end of the spectrum and it doesnt ever do anything to help me","1","7","4","3","2","2","2","2","2","","","64","purple","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Not very strong",""
"UE315wy","0","100","246","1","1","4","50","I guess I feel kind of in the middle because I have had to work my whole life hard to get somewhere. I became a nurse and then once I hurt my back my life has totally changed. I am struggling to survive and I can't work. I feel I can't contribute to my life and cause and I am just stuck.","5","2","4","7","","","","","","","","53","purple","","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Not very strong",""
"GR242ti","0","100","104","1","1","","62","Everything is designed against my generation. I work my butt off but cant get a house, I get no help, and I see handouts foe everyone else.","3","2","2","4","1","4","3","2","5","","","34","Green","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Neither"
"YE604sc","0","100","158","1","1","4","37","I feel that everyone has better social lives than me. I am working all the time and find that I have less and less time to devote to social endeavors. I see others my age have more fun with each other as a result. It makes me feel sad and depressed.","4","5","5","4","5","3","3","5","4","","","28","Red","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong",""
"JP480eo","0","100","376","1","1","4","25","I think that it is easy to focus on your own life and dealing with whatever trauma you had from being a child...then one day you look around and see that so many people your age are at totally different stages than you. You realize that you can't get that time back and wonder if you'll ever be able to catch up. This is how I felt for a while. Some may think that I am ahead in some ways like owning a house and getting married, but there are so many aspects. I am definitely living my adult life, but did have to skip over so much of my youth. ","5","3","4","5","5","3","3","3","5","","","35","orange","","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$120,001-$140,000","2yearColl","Independent","","","","Neither"
