"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"BW136qs","0","100","322","1","1","20","2","2","7","5","2","6","1","6","6","6","1","2","5","2","2","2","6","2","1","1","1","","","","","","4","","","65","Red","","man","White","Hispanic, Latino, or Spanish origin","","","American Indian or Alaska Native","","","","$20,001-$40,000","4yearColl","Independent","","","","Neither"
"YF245ph","0","100","177","1","1","66","4","1","1","1","3","2","2","4","4","5","4","4","5","4","2","4","5","5","2","2","2","","","","","","1","","","41","green","","woman","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Strong","",""
"SL611cb","0","100","336","1","1","25","2","6","6","6","3","5","3","5","5","5","3","3","5","5","3","4","5","4","1","2","1","","","","","","6","","","62","purple","All good","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican"
"ZQ378em","0","100","212","1","1","20","5","5","5","7","6","6","6","6","5","6","5","6","5","1","2","2","7","2","1","1","1","","","","","","7","","","50","Blue","","man","White","","","","","","","","Over $200,000","MA","Republican","","","Strong",""
"PQ806wo","0","100","257","1","1","30","3","3","2","1","1","5","2","5","5","5","1","3","5","1","1","1","7","1","1","1","1","","","","","","2","","","49","blue","","man","White","","","","American Indian or Alaska Native","","Native Hawaiian or Other Pacific Islander","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"AZ494rh","0","100","88","1","1","79","5","6","4","5","3","5","5","6","4","4","4","3","5","3","4","3","4","2","2","1","2","","","","","","6","","","33","blue","","man","White","","","","","","","","$100,001-$120,000","MA","Republican","","","Not very strong",""
"KU236pk","0","100","567","1","1","60","2","4","5","2","5","5","5","6","5","5","3","5","5","5","5","5","5","6","2","2","2","","","","","","5","","","28","BLACK","","man","","","Black or African American","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong",""
"SP671xs","0","100","281","1","1","30","6","5","1","1","2","3","2","2","3","4","5","5","5","7","6","7","1","6","3","1","3","","","","","","2","","","30","maroon","","man","","","Black or African American","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Democratic"
"TP648nj","0","100","157","1","1","80","4","5","2","2","3","5","3","5","5","5","3","2","5","6","6","6","2","6","3","3","3","","","","","","3","","","21","Purple/Indigo","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Closer to Democratic"
"EE493ty","0","100","282","1","1","20","3","3","3","3","2","6","2","6","6","6","2","2","5","1","3","2","7","2","1","1","1","","","","","","4","","","38","Blue","None","man","White","","","","","","","","$120,001-$140,000","4yearColl","Republican","","","Not very strong",""
"TK188br","0","100","158","1","1","83","5","2","1","1","4","4","3","5","5","4","4","3","5","6","6","6","3","6","2","2","3","","","","","","1","nonbinary","","39","gray","",NA,"","","","Asian","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"JZ060dv","0","100","343","1","1","20","6","3","4","7","1","7","1","7","7","7","1","1","5","3","2","5","6","5","2","2","2","","","","","","7","","","32","Black","","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Strong",""
"MZ791yt","0","100","268","1","1","5","3","5","7","6","1","7","1","7","7","7","1","1","5","1","1","1","7","1","1","1","1","","","","","","5","","","36","Red","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong",""
"UV719ji","0","100","402","1","1","30","3","4","4","4","3","6","3","5","5","6","2","2","5","5","5","3","6","5","1","1","2","","","","","","4","","","59","black","","man","White","","","","","","","","$100,001-$120,000","GED","Independent","","","","Neither"
"KA316xc","0","100","347","1","1","42","4","5","5","3","2","5","2","5","5","5","2","2","5","5","5","5","4","5","1","2","2","","","","","","4","","","50","aqua","","woman","White","","","","","","","","$60,001-$80,000","MA","Independent","","","","Neither"
"WK922ue","0","100","225","1","1","21","5","5","7","6","2","3","5","3","7","3","3","5","5","1","1","1","6","1","1","1","1","","","","","","6","","","47","pink","","woman","White","","","","","","","","$140,001-$160,000","GED","Republican","","","Strong",""
"KR720nl","0","100","162","1","1","98","5","4","1","2","6","2","6","2","2","2","6","6","5","4","2","5","3","5","1","1","1","","","","","","2","","","31","green","","man","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic"
"KN549sf","0","100","252","1","1","77","7","4","2","1","5","1","5","3","3","1","5","2","5","6","6","7","2","6","3","3","3","","","","","","1","","","26","blue","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Democrat","","Strong","",""
"KY339ak","0","100","326","1","1","62","4","4","2","1","3","2","2","5","2","3","3","3","5","3","5","3","6","3","2","2","2","","","","","","2","","","50","green","","man","White","","","","","","","","$20,001-$40,000","MA","Democrat","","Strong","",""
"KZ813vf","0","100","183","1","1","71","4","7","4","3","5","5","2","5","5","5","5","5","5","5","5","5","4","5","2","2","2","","","","","","4","","","50","green","","woman","White","","","","","","","","$120,001-$140,000","2yearColl","Independent","","","","Closer to Democratic"
"XG533fs","0","100","373","1","1","22","1","1","7","7","5","5","4","3","3","4","5","3","5","3","3","3","5","4","2","2","2","","","","","","7","","","42","red","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Republican","","","Strong",""
"GL292ke","0","100","562","1","1","22","7","6","3","6","5","7","5","6","5","5","7","6","5","1","2","2","6","1","1","1","1","","","","","","6","","","52","white","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"KL558in","0","100","316","1","1","96","2","1","1","4","5","6","1","7","5","6","2","2","5","7","6","7","3","7","3","3","3","","","","","","3","","","64","purple","","woman","White","","","Asian","","","","","$0-$20,000","4yearColl","Independent","","","","Neither"
"JI493md","0","100","242","1","1","35","4","3","3","3","3","5","3","5","5","5","3","3","5","3","4","3","5","3","2","1","1","","","","","","4","","","44","blue","","man","","","","Asian","","","","","$140,001-$160,000","PHD","Independent","","","","Neither"
"DP885cw","0","100","274","1","1","66","6","3","3","5","3","5","3","5","4","4","2","4","5","3","3","2","6","2","1","1","2","","","","","","6","","","45","blue","","man","","","","Asian","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"TL117ky","0","100","346","1","1","10","4","5","2","6","2","6","2","7","6","7","1","2","5","2","2","2","7","2","2","2","3","","","","","","6","","","34","Black","No","woman","White","","","","","","","","$120,001-$140,000","GED","Democrat","","Strong","",""
"KY672gl","0","100","316","1","1","70","4","3","5","6","3","6","1","5","5","6","2","2","5","4","3","2","5","3","3","2","3","","","","","","6","","","44","blue","Great srurvey!","man","","","","Asian","","","","","$80,001-$100,000","GED","Republican","","","Not very strong",""
"DI170iz","0","100","194","1","1","73","4","5","3","6","3","2","3","2","2","2","6","6","5","5","5","5","5","6","2","3","3","","","","","","5","","","24","Blue","","woman","White","","","","","Middle Eastern or North African","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong",""
"LS852so","0","100","431","1","1","30","3","4","2","1","5","3","5","3","3","3","5","5","5","3","3","3","5","3","2","2","2","","","","","","2","","","36","blue","N/A","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Democratic"
"CV851eh","0","100","484","1","1","10","4","5","4","4","2","5","1","5","5","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","4","","","57","Blue","","woman","","","Black or African American","","","","","","$140,001-$160,000","PHD","Independent","","","","Neither"
"SW736pk","0","100","257","1","1","0","5","5","1","1","5","2","5","2","2","3","5","5","5","1","1","2","6","2","1","1","1","","","","","","2","","","74","Green","","woman","White","","","","","","","","$120,001-$140,000","MA","Democrat","","Strong","",""
"CC580hu","0","100","314","1","1","60","2","5","3","2","5","3","5","3","3","3","5","5","5","5","5","5","3","5","1","2","2","","","","","","4","","","60","green","none thank you","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"YN888hl","0","100","415","1","1","30","4","1","1","1","2","5","1","6","6","6","2","2","5","5","5","5","4","6","3","3","2","","","","","","1","","","28","green","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"OW725ak","0","100","222","1","1","72","6","6","2","5","4","3","5","3","3","5","4","5","5","5","3","4","5","5","1","2","2","","","","","","4","","","60","green","none","man","White","","","","","","","","$20,001-$40,000","4yearColl","Democrat","","Strong","",""
"DV473qi","0","100","639","1","1","10","5","5","2","3","5","3","3","3","2","3","5","5","5","3","2","2","5","3","2","1","1","","","","","","4","","","53","Blue","Nothing comes to mind.","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"CN441tm","0","100","798","1","1","50","4","4","5","1","2","6","2","6","6","6","2","2","5","1","1","1","7","1","1","1","1","","","","","","6","","","24","Black","None","man","White","","","","","","","","$20,001-$40,000","2yearColl","Republican","","","Strong",""
"PS430zx","0","100","1000","1","1","60","2","5","1","2","2","3","3","5","3","5","2","3","5","2","2","3","6","2","1","1","1","","","","","","2","","","48","turquoise","","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"TY216xm","0","100","304","1","1","50","4","3","1","1","5","4","5","4","4","4","4","5","5","5","2","5","6","5","1","1","1","","","","","","2","","","48","Green","","woman","White","","","","","","","","Over $200,000","MA","Democrat","","Strong","",""
"HO971rk","0","100","339","1","1","85","5","3","3","4","2","5","3","6","5","7","2","2","5","7","5","7","6","7","3","3","3","","","","","","5","","","50","Black","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Not very strong",""
"HB010wk","0","100","285","1","1","75","5","4","1","1","3","3","2","6","2","4","3","3","5","5","5","6","5","6","2","2","2","","","","","","2","","","31","Pink","Currently I am lower on that scale in terms of ranking due to being unemployed, in debt, a woman, etc. Some of this may change ","woman","White","","","","","","","","$0-$20,000","4yearColl","Independent","","","","Closer to Democratic"
"EG424tb","0","100","510","1","1","60","4","5","3","2","2","5","2","6","6","6","2","2","5","4","4","3","5","3","2","2","2","","","","","","3","","","36","Red","","man","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Not very strong","",""
"AX095rr","0","100","419","1","1","17","2","3","4","7","3","6","3","6","6","6","3","3","5","2","2","2","6","2","1","1","1","","","","","","6","","Mixed race","54","Blue","None","man","","","","","","","","Other (please specify)","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"KH828nl","0","100","259","1","1","76","2","6","6","6","2","6","2","6","6","6","2","2","5","6","6","2","6","6","1","1","1","","","","","","5","","","61","Blue","","woman","White","","","","","","","","$140,001-$160,000","GED","Republican","","","Not very strong",""
"UX612oq","0","100","158","1","1","36","5","6","3","5","6","7","6","6","5","5","6","3","5","3","3","2","6","4","2","1","1","","","","","","5","","","46","yellow","none","man","White","","","","","","","","$140,001-$160,000","MA","Independent","","","","Closer to Republican"
"YN852br","0","100","735","1","1","13","4","5","5","5","3","6","2","6","6","6","3","3","5","1","1","1","7","1","1","1","1","","","","","","4","","","36","Red","","man","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Neither"
"RC289hg","0","100","313","1","1","50","4","6","2","1","4","4","4","4","4","4","4","4","5","1","2","1","6","1","1","1","1","","","","","","2","","","36","blue","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Strong","",""
"BH914gh","0","100","192","1","1","73","5","2","6","7","3","1","1","5","6","5","2","1","5","5","5","3","4","4","2","2","2","","","","","","7","","","50","purple","","woman","White","","","","","","","","$180,001-$200,000","GED","Republican","","","Strong",""
"OA121tv","0","100","293","1","1","2","5","6","3","5","1","6","2","6","6","6","1","1","5","1","1","1","7","1","1","1","1","","","","","","5","","","56","purple","","woman","White","","","","","","","","$180,001-$200,000","MA","Republican","","","Not very strong",""
"AU010vl","0","100","169","1","1","39","4","1","2","1","1","6","1","6","6","6","1","1","5","1","1","1","5","2","1","1","1","","","","","","1","","","41","purple","","man","White","","","","","","","","$140,001-$160,000","GED","Democrat","","Strong","",""
"XT230wn","0","100","422","1","1","22","3","4","4","3","4","5","5","5","5","5","5","3","5","2","2","2","5","3","1","1","1","","","","","","2","","","43","Black","","woman","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"CS537ja","0","100","231","1","1","75","4","1","4","7","6","2","6","2","2","2","6","6","5","1","1","1","6","1","1","1","1","","","","","","6","","","53","Blue","","woman","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Not very strong",""
"FO183av","0","100","313","1","1","0","7","7","1","1","3","5","3","5","5","5","3","2","5","2","2","2","7","2","1","1","1","","","","","","1","","","39","blue","nice study","man","White","","","","","","","","$160,001-$180,000","MA","Democrat","","Strong","",""
"RE693pm","0","100","318","1","1","20","5","6","5","3","2","6","2","6","6","6","2","2","5","2","2","2","6","3","1","1","1","","","","","","3","","","34","black","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Not very strong",""
"VX109hq","0","100","512","1","1","0","1","5","3","4","3","6","2","5","6","6","3","3","5","2","2","2","6","2","1","1","1","","","","","","4","","","61","blue","","man","White","","","","","","","","$140,001-$160,000","MA","Independent","","","","Closer to Democratic"
"MD109di","0","100","791","1","1","5","7","7","1","7","2","7","2","6","6","6","2","2","5","1","1","2","6","2","1","1","1","","","","","","6","","","34","black","All went well","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong",""
"BB952ha","0","100","196","1","1","80","5","2","1","1","3","5","3","3","5","5","3","3","5","7","7","6","5","6","3","3","3","","","","","","4","","","30","blue","","man","","","","Asian","","","","","$40,001-$60,000","GED","No preference","","","","Neither"
"NP140ct","0","100","236","1","1","70","2","2","7","7","2","6","2","6","6","6","2","2","5","3","3","2","6","2","2","2","2","","","","","","7","","","54","black","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Strong",""
"GI507fw","0","100","122","1","1","91","4","1","2","2","5","5","4","3","4","4","5","5","5","6","6","6","2","6","3","3","3","","","","","","4","","","34","black","","man","White","","","","","","","","Prefer not to answer",NA,"Independent","","","","Neither"
"RZ551ae","0","100","208","1","1","8","4","6","7","6","2","6","2","6","7","4","1","2","5","2","2","2","6","2","1","1","1","","","","","","5","","","68","green","","woman","White","","","","","","","","$40,001-$60,000","MA","Republican","","","Not very strong",""
"CE112gv","0","100","686","1","1","19","7","6","6","6","5","5","7","6","7","7","1","6","5","6","7","7","6","6","2","2","3","","","","","","7","","","31","purple","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"LG451kd","0","100","236","1","1","70","4","2","1","1","3","3","2","3","3","3","5","5","5","6","5","5","5","6","1","2","2","","","","","","1","","","38","Pink","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Other party","DSA","","","Closer to Democratic"
"LH366cx","0","100","554","1","1","76","4","1","1","1","4","4","4","4","4","4","4","4","5","4","6","6","4","6","3","3","3","","","","","","4","","","43","Emerald Green","why did you want to know about my favourite colour?

:-)


the successes of a few, should not be interpreted as the standing of the many

also: didn't chris rock tell you, that a poor white person wouldn't want to trade places with him?
and he's *rich*?


as far as your queries regarding Social Status: there just was something about the way those queries were worded, which rubbed me the wrong way

so, no: no, i could not give ""straight"" answers to any of them
in their current form","man","","","Black or African American","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"FT921bt","0","100","233","1","1","68","7","6","5","4","3","3","2","5","5","5","6","3","5","2","2","2","6","2","1","2","2","","","","","","4","","","60","purple","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Closer to Republican"
"MZ270xf","0","100","250","1","1","16","5","7","7","2","2","6","5","6","6","6","2","1","5","2","2","5","6","4","1","1","2","","","","","","4","","","72","Blue","","woman","White","","","","","","","","$100,001-$120,000","2yearColl","Independent","","","","Closer to Democratic"
"RU437dz","0","100","555","1","1","10","6","6","6","6","5","5","5","5","5","5","4","6","5","2","2","2","2","2","1","1","2","","","","","","6","","","35","white","Thank you","man","White","","","","","","","","$100,001-$120,000","MA","Republican","","","Not very strong",""
"NN446or","0","100","223","1","1","97","2","5","5","4","4","3","4","3","3","3","4","5","5","6","7","6","3","5","3","3","3","","","","","","4","","","47","black","","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"BK280sv","0","100","307","1","1","6","6","3","3","7","2","7","2","7","5","5","6","3","5","2","1","2","6","2","1","1","1","","","","","","6","","","30","WHITE","","woman","White","","","","","","","","$180,001-$200,000","4yearColl","Republican","","","Strong",""
"NW190vt","0","100","262","1","1","40","3","7","7","6","3","5","3","5","5","4","3","3","5","2","2","2","6","2","2","2","2","","","","","","5","","","58","Pink","","woman","White","","","","","","","","$180,001-$200,000","4yearColl","Republican","","","Not very strong",""
"CU905np","0","100","270","1","1","56","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","2","2","2","","","","","","7","","","41","blue","","man","White","","","","","","","","$40,001-$60,000","MA","Republican","","","Strong",""
"EH019jc","0","100","347","1","1","60","3","6","3","3","6","2","6","2","2","2","6","6","5","3","3","3","5","5","1","2","1","","","","","","4","","","48","green","No comments","man","White","","","","","","","","$100,001-$120,000","GED","Independent","","","","Neither"
"SZ528sz","0","100","225","1","1","15","5","6","5","5","2","5","2","6","6","6","2","2","5","2","2","2","6","2","2","1","1","","","","","","5","","","42","Blue","No comments. Thank you.","man","White","","","","","","Native Hawaiian or Other Pacific Islander","","$140,001-$160,000","GED","Republican","","","Not very strong",""
"OU733li","0","100","383","1","1","40","4","5","4","5","3","4","3","5","5","5","3","3","5","3","3","3","5","3","1","2","2","","","","","","6","","","34","blue","None","man","","","Black or African American","","","","","","$140,001-$160,000","PHD","Republican","","","Strong",""
"VW740ja","0","100","813","1","1","19","4","5","7","7","2","6","2","6","6","6","2","2","5","2","2","2","6","2","1","2","2","","","","","","7","","","43","blue","none","man","White","","","","","","","","$80,001-$100,000","PHD","Republican","","","Strong",""
"HA470tg","0","100","327","1","1","64","4","4","2","3","4","4","5","5","5","5","4","4","5","5","3","4","5","5","1","2","3","","","","","","2","","","37","pink","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Not very strong","",""
"PH804vb","0","100","221","1","1","35","5","5","4","5","3","6","6","5","5","5","5","4","5","4","3","3","6","4","2","2","2","","","","","","5","","","42","blue",NA,"man","","","Black or African American","","","","","","$40,001-$60,000","GED","Republican","","","Not very strong",""
"LO943vq","0","100","176","1","1","44","5","4","6","7","2","6","2","6","6","5","2","2","5","2","3","2","5","2","2","1","1","","","","","","7","","","34","green","n/a","man","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"OJ765xs","0","100","378","1","1","28","4","1","1","1","1","5","1","5","7","7","1","3","5","1","1","1","6","5","1","1","1","","","","","","4","","","69","Purple","Thank you","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Democrat","","Strong","",""
"PW513xd","0","100","134","1","1","35","5","2","2","2","4","4","3","5","4","5","4","3","5","2","3","3","5","2","2","2","2","","","","","","2","","","42","blue","","woman","White","","","","","","","","$140,001-$160,000","MA","Democrat","","Strong","",""
"VF801gv","0","100","465","1","1","8","4","4","4","7","2","5","4","5","5","5","3","2","5","1","2","2","7","2","1","1","1","","","","","","7","","","35","White","","man","White","","","","","","","","$100,001-$120,000","2yearColl","Republican","","","Strong",""
"NQ825sw","0","100","539","1","1","60","3","2","2","1","5","1","5","2","1","2","5","6","5","6","5","5","5","6","1","2","2","","","","","","1","","","52","blue","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Strong","",""
"PM743qb","0","100","221","1","1","85","3","1","1","1","5","1","5","1","1","1","6","7","5","6","6","6","3","7","2","3","3","","","","","","1","","","63","blue","","woman","White","","","","","","","","$80,001-$100,000","GED","Democrat","","Strong","",""
"TM476zp","0","100","328","1","1","67","4","5","3","2","3","5","3","5","5","4","3","2","5","6","5","5","5","5","1","2","2","","","","","","5","","","45","Blue","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"GA517pt","0","100","367","1","1","29","4","3","3","4","2","4","2","4","4","4","2","2","5","1","1","1","1","1","1","1","1","","","","","","5","","","39","blue","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong",""
"XB711di","0","100","623","1","1","60","7","7","3","5","1","7","1","7","7","7","1","1","5","1","1","1","5","1","2","2","2","","","","","","6","","","40","blue","","woman","","","Black or African American","","","","","","$20,001-$40,000","GED","Republican","","","Not very strong",""
"ZP652ua","0","100","252","1","1","50","4","4","3","2","3","6","2","5","6","5","2","2","5","5","5","5","3","5","1","1","2","","","","","","4","","","45","Blue","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Independent","","","","Closer to Democratic"
"FI093gf","0","100","206","1","1","65","6","6","4","5","2","6","5","6","7","6","2","2","5","5","3","5","6","6","2","2","1","","","","","","5","","","50","blue","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong",""
"AO697ze","0","100","320","1","1","10","6","2","1","2","4","5","4","5","5","5","2","2","5","1","1","1","7","1","1","1","1","","","","","","7","","","33","Blue","","man","White","","","","","","","","$140,001-$160,000","MA","Republican","","","Strong",""
"FV082qz","0","100","506","1","1","40","4","4","7","7","2","5","2","6","6","6","2","2","5","2","5","2","6","5","2","1","2","","","","","","7","","","67","blue","no other comments","woman","White","","","","","","","","$0-$20,000","MA","Republican","","","Strong",""
"FP962ys","0","100","220","1","1","10","3","3","4","7","3","6","2","6","6","6","2","2","5","2","1","2","6","1","1","1","1","","","","","","7","","","39","Red","Great study enjoyed taking it everything went perfect. :)","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong",""
"NA083hn","0","100","711","1","1","19","5","3","2","2","3","5","3","3","5","5","3","3","5","2","2","2","6","2","2","2","2","","","","","","2","","","48","Blue","","man","White","","","","","","","","$140,001-$160,000","MA","Democrat","","Not very strong","",""
"FP028lt","0","100","135","1","1","54","2","4","7","6","1","5","2","5","5","5","2","2","5","3","3","3","6","5","1","1","1","","","","","","6","","","42","green","","man","White","","","","","","","","$120,001-$140,000","MA","Republican","","","Strong",""
"EX634yj","0","100","281","1","1","10","5","6","5","6","1","6","2","6","6","6","2","2","5","5","3","5","5","3","2","1","2","","","","","","5","","","48","Red","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong",""
"EY456ji","0","100","328","1","1","0","1","2","1","1","3","5","3","4","4","5","3","3","5","1","1","1","6","2","2","1","1","","","","","","4","","","52","blue","","man","White","","","","","","","","$80,001-$100,000","2yearColl","Independent","","","","Neither"
"UF199mw","0","100","439","1","1","41","2","3","3","2","3","3","3","5","3","4","3","3","5","4","2","5","5","5","2","2","2","","","","","","2","","","41","blue","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Strong","",""
"WY484tq","0","100","270","1","1","20","1","6","3","2","6","6","6","5","5","5","2","6","5","2","2","1","7","3","1","1","1","","","","","","2","","","25","Pink","","woman","White","","","","","","","","Over $200,000","4yearColl","Democrat","","Strong","",""
"YU278sf","0","100","654","1","1","71","5","2","6","5","2","6","2","6","6","6","3","3","5","1","3","1","6","2","1","1","1","","","","","","4","","","33","Black","No comments","man","White","","","","","","","","$80,001-$100,000","2yearColl","Independent","","","","Closer to Democratic"
"IL313fq","0","100","297","1","1","77","4","2","1","1","5","2","5","2","2","2","5","5","5","5","5","5","3","5","2","2","2","","","","","","1","","","45","Blue","","man","White","","","","","","","","$100,001-$120,000","MA","Democrat","","Not very strong","",""
"HM335me","0","100","201","1","1","46","6","6","5","5","4","6","5","7","5","7","6","5","5","3","4","3","5","6","2","3","2","","","","","","4","","","53","Blue","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Republican"
"DJ616jq","0","100","243","1","1","6","3","4","3","4","3","5","3","5","5","5","3","3","5","1","2","1","6","2","1","1","1","","","","","","3","","","74","green","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Democrat","","Not very strong","",""
"IJ507al","0","100","161","1","1","34","4","3","3","5","3","4","3","5","5","5","4","3","5","3","3","3","5","5","1","2","2","","","","","","5","","","36","green","","man","","","","Asian","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong",""
"QG164sh","0","100","332","1","1","19","5","4","7","7","1","7","1","7","7","7","1","1","5","1","1","1","7","1","1","1","1","","","","","","7","","","42","blue","","man","White","","","","","","","","$120,001-$140,000","2yearColl","Republican","","","Strong",""
"KM768kc","0","100","331","1","1","58","5","6","3","3","5","3","5","3","3","3","5","5","5","5","6","6","5","6","2","2","2","","","","","","2","","","31","Red","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"OL234rn","0","100","364","1","1","61","3","1","1","1","3","6","2","6","5","6","2","2","5","6","7","5","4","6","2","2","3","","","","","","3","","","41","Green","","woman","White","","","","","","","","Over $200,000","2yearColl","Independent","","","","Closer to Democratic"
"CG037ae","0","100","294","1","1","75","4","1","7","7","6","5","5","6","5","6","4","5","5","6","1","5","3","1","1","1","1","","","","","","7","","","34","purple","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"HW922eg","0","100","214","1","1","33","4","5","6","6","3","5","3","5","3","5","3","3","5","2","2","2","6","3","1","1","1","","","","","","6","","","53","blue","","woman","White","","","","","","","","Over $200,000","MA","Republican","","","Not very strong",""
"MU552xp","0","100","316","1","1","13","6","6","2","7","3","6","4","4","4","4","3","3","5","1","2","1","5","2","1","2","2","","","","","","7","","","36","Blue","","man","White","","","","","","","","$180,001-$200,000","MA","Republican","","","Strong",""
"DY432mr","0","100","389","1","1","67","3","5","3","2","5","3","5","3","3","3","6","6","5","6","6","6","4","6","3","3","3","","","","","","3","","","57","Blue","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Not very strong","",""
"ZV145dl","0","100","397","1","1","15","5","5","7","7","1","7","1","7","7","7","1","1","5","1","1","1","7","1","1","1","1","","","","","","6","","","39","Blue","n/a","man","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Not very strong",""
"GU495ev","0","100","603","1","1","59","5","3","4","3","5","5","5","6","5","4","5","5","5","6","6","5","5","6","2","3","2","","","","","","2","","","39","blue","","woman","","","Black or African American","","","","","","$160,001-$180,000","4yearColl","Democrat","","Not very strong","",""
"UW201ua","0","100","481","1","1","61","6","7","6","6","3","6","6","3","6","6","6","6","5","3","3","3","6","6","1","2","2","","","","","","6","","","45","blue","no comments","woman","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"JU494da","0","100","149","1","1","0","2","6","7","7","1","7","7","7","7","7","4","7","5","1","1","1","7","1","1","1","1","","","","","","7","","","39","Red","","woman","White","","","","","","","","$120,001-$140,000","MA","Republican","","","Strong",""
"XG208ae","0","100","659","1","1","0","4","6","3","2","3","3","3","4","5","5","3","3","5","1","1","1","7","1","1","1","1","","","","","","1","","","66","blue","","man","White","","","","","","","","Over $200,000","4yearColl","Democrat","","Strong","",""
"UH752xf","0","100","252","1","1","20","4","3","2","1","4","2","4","2","3","3","5","5","5","5","5","2","6","4","2","1","2","","","","","","2","","","58","green","nope","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
